"Trtsize","Nsites","Detprob","Nplots","logitTrt","aInt.m","aInt.se","aInt.sd","aInt.cover","aTrtYr.m","aTrtYr.se","aTrtYr.sd","aTrtYr.cover","bInt.m","n"
0.6,30,0.3,7,-2.53897387105828,3.43039363159023,0.804729604016565,1.24273575795034,0.994,-2.40103956494629,1.14323690931105,1.75293191038601,0.994,0.05669772703302,500
0.6,30,0.3,9,-2.53897387105828,3.36680903128108,0.805765660414897,1.12674415124676,0.994,-2.67382812205434,0.998022406360228,1.5618242333697,0.994,0.0397936113554703,500
0.6,30,0.5,5,-2.53897387105828,3.38878967963543,0.815862079490734,1.21383994250456,0.99,-2.3971930031047,1.09849326777639,1.74291939646471,0.998,0.00421918457305565,500
0.6,30,0.5,7,-2.53897387105828,3.35160657363732,0.821412470909672,1.08746066630343,0.99,-2.57788743684347,0.99332253084713,1.52413845193084,0.994,-0.0031251481560406,500
0.6,30,0.5,9,-2.53897387105828,3.2802470211403,0.800029915844845,1.00452767479667,0.992,-2.62586729820723,0.977008300792429,1.44666833792667,0.996,0.00483815867238156,500
0.6,40,0.15,5,-2.53897387105828,3.35986491166169,0.808295109356732,1.5534014204753,0.996,-1.2740635525246,1.29203799352912,2.35219838347308,0.998,0.322086599697906,500
0.6,40,0.15,7,-2.53897387105828,3.38949550178567,0.810026122716719,1.40148684228496,0.99,-1.77670924895975,1.29734225209518,2.09298648050985,0.99,0.291400281350429,500
0.6,40,0.15,9,-2.53897387105828,3.45020743282579,0.779280166673983,1.31203358356942,0.998,-2.09962017402072,1.24452947522973,1.91749532457651,0.994,0.192579009991853,500
0.6,40,0.3,5,-2.53897387105828,3.48052902318448,0.748900501981451,1.30143922432734,0.992,-2.23369427267252,1.20633708059445,1.85936430731267,0.996,0.0772932463962344,500
0.6,40,0.3,7,-2.53897387105828,3.42008811386168,0.754583937195114,1.15686464909219,0.996,-2.64668871065293,1.00451063256523,1.58421005626893,0.998,0.0294132243580177,500
0.6,40,0.3,9,-2.53897387105828,3.39606211472473,0.753085400201012,1.06630895106608,0.99,-2.64571174066195,0.966264836702097,1.4707766720474,0.998,0.0377692754418596,500
0.6,40,0.5,5,-2.53897387105828,3.41332959261276,0.777005182374305,1.15439746047914,0.986,-2.64908333739678,0.901653549637329,1.57786068010401,1,0.0125709853376412,500
0.6,40,0.5,7,-2.53897387105828,3.30594181864061,0.726579034423776,1.0033609874049,0.992,-2.69788734541161,0.886896799294473,1.41602473510229,0.996,-0.00537274988316127,500
0.6,40,0.5,9,-2.53897387105828,3.24134448541656,0.718939721911628,0.910864638569157,0.994,-2.63759463298705,0.950560967639628,1.34310563725394,0.988,0.000730666289861078,500
0.6,50,0.15,5,-2.53897387105828,3.3439787619112,0.79798261828582,1.46678004108836,0.996,-1.56952806164235,1.2655078169585,2.22076582609968,0.996,0.351727351863292,500
0.6,50,0.15,7,-2.53897387105828,3.4530162158426,0.783654306032206,1.34169919150133,0.99,-2.02704977898007,1.17139973218086,1.97294372538395,0.996,0.216718610776532,500
0.6,50,0.15,9,-2.53897387105828,3.45049930017133,0.804562786115777,1.23935282411493,0.986,-2.39338345484037,1.044117473408,1.74823964287492,0.998,0.161396921724326,500
0.6,50,0.3,5,-2.53897387105828,3.44323573231545,0.765571325545281,1.25270437305106,0.998,-2.43959484391634,1.04665892358454,1.72713637390865,1,0.0418201231623646,500
0.6,50,0.3,7,-2.53897387105828,3.45593165881285,0.733416490718246,1.1113853205266,0.994,-2.65351520788463,0.888113130061046,1.51154794646746,1,0.0298866739979685,500
0.6,50,0.3,9,-2.53897387105828,3.40352413965921,0.729936842850381,1.00100353413933,0.986,-2.77473536866291,0.839244560443813,1.39190535716531,0.996,0.0259045532958774,500
0.6,50,0.5,5,-2.53897387105828,3.47377047308073,0.724204652062976,1.10580806858312,0.988,-2.68326545132573,0.867319989712063,1.49748781543243,0.998,0.00423575335821221,500
0.6,50,0.5,7,-2.53897387105828,3.31478960410499,0.719962996000204,0.940191894369012,0.984,-2.72823747386487,0.944348311927107,1.34207932851813,0.982,0.00976908199789136,500
0.6,50,0.5,9,-2.53897387105828,3.26991809182104,0.697450304675813,0.857167242897303,0.976,-2.68740263486003,0.879405572613573,1.27717945662474,0.996,-0.00520370571085474,500
0.6,60,0.15,5,-2.53897387105828,3.41688367002729,0.804181400068308,1.44803655588843,0.994,-1.80485917395159,1.27208745670909,2.12442513596133,0.994,0.261920817724986,500
0.6,60,0.15,7,-2.53897387105828,3.52368016626253,0.777525561066702,1.32425523421749,0.994,-2.24965636201721,1.08822785553366,1.89608647234852,0.998,0.205382117729736,500
0.6,60,0.15,9,-2.53897387105828,3.45733805783075,0.795735593917121,1.19437072740808,0.992,-2.60201018952932,0.936193235398713,1.6366634722748,1,0.114959127472267,500
0.6,60,0.3,5,-2.53897387105828,3.47804652319496,0.777175386313596,1.20379076533807,0.99,-2.63086859628243,0.941028641060667,1.64179989641075,1,0.03031255068799,500
0.6,60,0.3,7,-2.53897387105828,3.49502386841663,0.749204816617657,1.07526769287802,0.98,-2.79411228195806,0.89417373088615,1.44978632200444,0.996,0.0200211152835841,500
0.6,60,0.3,9,-2.53897387105828,3.35321034212344,0.71405440185432,0.933180765393235,0.972,-2.68383284231555,0.886143643302584,1.32223665001743,0.998,0.0202620922479552,500
0.6,60,0.5,5,-2.53897387105828,3.48551520192517,0.755454255430864,1.05155104323488,0.988,-2.75001213490456,0.897040632748783,1.42968387601656,0.994,0.00678612874639724,500
0.6,60,0.5,7,-2.53897387105828,3.25862188882251,0.685232862122757,0.872348436515341,0.978,-2.7292367378063,0.862741171258691,1.27737131017136,0.996,0.0133072694613734,500
0.6,60,0.5,9,-2.53897387105828,3.20305170569032,0.664846939784404,0.801990274546128,0.988,-2.66436107861892,0.86911429563385,1.20305493534946,0.996,0.00335331565626511,500
