date,subplot_code,year,id_num,dwd_type,size_cl,decay_cl,char_cl,length_cl,
4/26/2023,ODF12033_BU_03,2023,7,L,1,3,3,3,
4/26/2023,ODF12033_BU_03,2023,8,L,2,3,3,3,
4/26/2023,ODF12033_BU_03,2023,9,S,1,1,2,,
4/26/2023,ODF12033_BU_04,2023,1,S,2,3,3,,
4/26/2023,ODF12033_BU_04,2023,2,S,2,2,3,,
4/26/2023,ODF12033_BU_04,2023,3,S,1,2,2,,
4/26/2023,ODF12033_BU_04,2023,4,L,1,3,3,3,
4/26/2023,ODF12033_BU_04,2023,5,L,1,3,3,3,
4/26/2023,ODF12033_BU_05,2023,1,L,2,3,3,3,
4/26/2023,ODF12033_BU_05,2023,2,L,2,3,3,3,
4/26/2023,ODF12033_BU_05,2023,3,L,1,3,3,3,
4/26/2023,ODF12033_BU_05,2023,4,L,1,3,3,3,
4/26/2023,ODF12033_BU_05,2023,5,L,1,3,3,2,
4/26/2023,ODF12033_BU_05,2023,6,S,2,3,3,,
4/26/2023,ODF12033_BU_05,2023,7,S,2,3,3,,
4/26/2023,ODF12033_BU_05,2023,8,S,2,2,3,,
4/26/2023,ODF12033_BU_05,2023,9,S,2,2,3,,
4/26/2023,ODF12033_BU_05,2023,10,S,1,3,3,,
4/26/2023,ODF12033_BU_06,2023,1,S,1,2,3,,
4/26/2023,ODF12033_BU_06,2023,2,L,1,3,3,3,
4/26/2023,ODF12033_BU_06,2023,3,S,2,3,3,,
4/26/2023,ODF12033_BU_07,2023,1,L,2,3,3,3,
4/26/2023,ODF12033_BU_07,2023,2,S,2,3,3,,
4/26/2023,ODF12033_BU_07,2023,3,L,1,2,3,3,
4/26/2023,ODF12033_BU_07,2023,4,S,1,2,3,,
4/26/2023,ODF12033_BU_07,2023,5,S,1,3,3,,
4/26/2023,ODF12033_BU_07,2023,6,S,1,2,3,,
4/26/2023,ODF12033_BU_07,2023,7,L,1,2,3,3,
4/26/2023,ODF12033_BU_07,2023,8,L,1,2,3,3,
5/2/2023,ODF12098_BU_01,2023,1,L,1,3,3,3,
5/2/2023,ODF12098_BU_01,2023,2,L,1,2,3,3,
5/2/2023,ODF12098_BU_01,2023,3,L,1,3,3,3,
5/2/2023,ODF12098_BU_01,2023,4,L,1,3,2,1,
5/2/2023,ODF12098_BU_01,2023,5,S,2,3,3,,
5/2/2023,ODF12098_BU_01,2023,6,S,2,3,3,,
5/2/2023,ODF12098_BU_02,2023,1,S,2,3,3,,
5/2/2023,ODF12098_BU_02,2023,2,S,2,3,3,,
5/2/2023,ODF12098_BU_02,2023,3,S,1,1,3,,
5/2/2023,ODF12098_BU_02,2023,4,L,1,2,3,1,
5/2/2023,ODF12098_BU_02,2023,5,L,1,2,3,1,
5/2/2023,ODF12098_BU_02,2023,6,S,1,3,3,,
5/2/2023,ODF12098_BU_02,2023,7,S,1,3,3,,
5/2/2023,ODF12098_BU_03,2023,1,S,2,3,3,,
5/2/2023,ODF12098_BU_03,2023,2,L,1,3,2,3,
5/2/2023,ODF12098_BU_03,2023,3,L,1,3,3,3,
5/2/2023,ODF12098_BU_03,2023,4,L,1,3,3,3,
5/2/2023,ODF12098_BU_03,2023,5,L,1,2,3,2,
5/2/2023,ODF12098_BU_04,2023,1,L,2,3,3,3,
5/2/2023,ODF12098_BU_04,2023,2,L,1,3,3,3,
5/2/2023,ODF12098_BU_04,2023,3,L,1,3,3,2,
5/2/2023,ODF12098_BU_04,2023,4,L,1,3,3,2,
5/2/2023,ODF12098_BU_04,2023,5,L,1,3,3,1,
5/2/2023,ODF12098_BU_05,2023,1,L,2,3,3,3,
5/2/2023,ODF12098_BU_05,2023,2,L,2,3,3,3,
5/2/2023,ODF12098_BU_05,2023,3,L,1,3,3,3,
5/2/2023,ODF12098_BU_05,2023,4,L,1,3,3,3,
5/2/2023,ODF12098_BU_05,2023,5,L,1,3,3,2,
5/2/2023,ODF12098_BU_05,2023,6,L,1,3,3,2,
5/2/2023,ODF12098_BU_05,2023,7,L,1,3,3,1,
5/2/2023,ODF12098_BU_05,2023,8,S,1,3,3,,
5/2/2023,ODF12098_BU_06,2023,1,S,2,2,3,,
5/2/2023,ODF12098_BU_06,2023,2,S,2,2,3,,
5/2/2023,ODF12098_BU_06,2023,3,S,2,2,3,,
5/2/2023,ODF12098_BU_06,2023,4,L,1,3,3,3,
5/2/2023,ODF12098_BU_06,2023,5,L,1,1,3,3,
5/2/2023,ODF12098_BU_06,2023,6,L,1,2,3,2,
5/2/2023,ODF12098_BU_06,2023,7,L,1,3,3,1,
5/2/2023,ODF12098_BU_07,2023,1,S,2,2,3,,
5/2/2023,ODF12098_BU_07,2023,2,S,2,2,3,,
5/2/2023,ODF12349_BU_01,2023,1,L,2,3,3,3,
5/2/2023,ODF12349_BU_01,2023,2,L,2,3,3,3,
5/2/2023,ODF12349_BU_01,2023,3,L,1,3,3,3,
5/2/2023,ODF12349_BU_01,2023,4,L,1,3,3,3,
5/2/2023,ODF12349_BU_01,2023,5,L,1,3,3,2,
5/2/2023,ODF12349_BU_01,2023,6,L,1,3,3,2,
5/2/2023,ODF12349_BU_01,2023,7,L,1,3,3,2,
5/2/2023,ODF12349_BU_01,2023,8,S,1,3,3,,
5/2/2023,ODF12349_BU_02,2023,1,L,1,3,3,3,
5/2/2023,ODF12349_BU_02,2023,2,L,1,3,3,3,
5/2/2023,ODF12349_BU_02,2023,3,L,1,3,3,2,
5/2/2023,ODF12349_BU_02,2023,4,L,1,3,3,2,
5/2/2023,ODF12349_BU_02,2023,5,L,1,3,3,1,
5/2/2023,ODF12349_BU_03,2023,1,L,1,3,2,2,
5/2/2023,ODF12349_BU_03,2023,2,L,1,3,2,2,
5/2/2023,ODF12349_BU_03,2023,3,L,1,1,2,3,
5/2/2023,ODF12349_BU_03,2023,4,L,1,1,2,3,
5/2/2023,ODF12349_BU_03,2023,5,L,1,2,2,3,
5/2/2023,ODF12349_BU_03,2023,6,S,2,1,3,,
5/2/2023,ODF12349_BU_04,2023,1,L,1,3,2,2,
5/2/2023,ODF12349_BU_04,2023,2,L,1,2,2,3,
5/2/2023,ODF12349_BU_04,2023,3,L,1,3,2,1,
5/2/2023,ODF12349_BU_04,2023,4,L,1,2,3,3,
5/2/2023,ODF12349_BU_04,2023,5,L,1,2,3,3,
5/2/2023,ODF12349_BU_04,2023,6,L,1,2,3,3,
5/2/2023,ODF12349_BU_04,2023,7,L,1,3,3,1,
5/2/2023,ODF12349_BU_04,2023,8,L,1,2,2,2,
5/2/2023,ODF12349_BU_04,2023,9,L,1,3,2,2,
5/2/2023,ODF12349_BU_05,2023,1,L,1,2,3,3,
5/2/2023,ODF12349_BU_05,2023,2,L,1,2,3,3,
5/2/2023,ODF12349_BU_05,2023,3,S,2,2,3,,
5/2/2023,ODF12349_BU_06,2023,1,L,1,3,3,3,
5/2/2023,ODF12349_BU_07,2023,1,L,1,3,2,3,
5/2/2023,ODF12349_BU_07,2023,2,S,2,3,3,,
5/23/2023,ODF12351_BU_01,2023,1,L,1,2,3,3,
5/23/2023,ODF12351_BU_01,2023,2,L,1,2,3,3,
5/23/2023,ODF12351_BU_01,2023,3,S,1,2,3,,
5/23/2023,ODF12351_BU_01,2023,4,S,2,2,3,,
5/23/2023,ODF12351_BU_01,2023,5,S,2,3,3,,
5/23/2023,ODF12351_BU_02,2023,1,L,1,3,3,2,
5/23/2023,ODF12351_BU_02,2023,2,L,1,3,3,2,
5/23/2023,ODF12351_BU_03,2023,1,L,1,1,2,3,
5/23/2023,ODF12351_BU_03,2023,2,L,1,3,3,1,
5/23/2023,ODF12351_BU_03,2023,3,L,1,3,3,2,
5/23/2023,ODF12351_BU_03,2023,4,S,1,3,3,,
5/23/2023,ODF12351_BU_04,2023,1,L,1,2,2,3,
5/23/2023,ODF12351_BU_04,2023,2,L,1,3,3,1,
5/23/2023,ODF12351_BU_04,2023,3,L,1,3,2,2,
5/23/2023,ODF12351_BU_04,2023,4,L,1,3,2,3,
5/23/2023,ODF12351_BU_05,2023,1,S,2,3,3,,
5/23/2023,ODF12351_BU_05,2023,2,L,1,3,2,1,
5/23/2023,ODF12351_BU_05,2023,3,L,1,3,3,2,
5/23/2023,ODF12351_BU_05,2023,4,L,1,3,3,3,
5/23/2023,ODF12351_BU_05,2023,5,L,1,1,1,3,
5/23/2023,ODF12351_BU_05,2023,6,L,1,1,1,3,
5/23/2023,ODF12351_BU_06,2023,1,L,2,3,3,3,
5/23/2023,ODF12351_BU_06,2023,2,L,2,3,3,3,
5/23/2023,ODF12351_BU_06,2023,3,L,1,3,3,3,
5/23/2023,ODF12351_BU_07,2023,1,L,1,2,3,3,
5/24/2023,ODF12351_BU_07,2023,2,L,1,2,2,3,
5/25/2023,ODF12351_BU_07,2023,3,L,1,2,2,2,
4/25/2023,ODF12362_HB_01,2023,1,S,2,2,3,,
4/25/2023,ODF12362_HB_01,2023,2,S,2,2,3,,
4/25/2023,ODF12362_HB_01,2023,3,S,2,2,3,,
4/25/2023,ODF12362_HB_01,2023,4,S,1,2,3,,
4/25/2023,ODF12362_HB_01,2023,5,S,1,2,3,,
4/25/2023,ODF12362_HB_01,2023,6,L,2,2,3,1,
4/25/2023,ODF12362_HB_01,2023,7,L,1,3,3,3,
4/25/2023,ODF12362_HB_02,2023,1,S,2,2,3,,
4/25/2023,ODF12362_HB_02,2023,2,S,2,2,3,,
4/25/2023,ODF12362_HB_02,2023,3,S,2,3,3,,
4/25/2023,ODF12362_HB_02,2023,4,S,2,3,3,,
4/25/2023,ODF12362_HB_02,2023,5,S,2,3,3,,
4/25/2023,ODF12362_HB_02,2023,6,S,1,2,3,,
4/25/2023,ODF12362_HB_02,2023,7,S,1,2,3,,
4/25/2023,ODF12362_HB_02,2023,8,S,1,2,3,,
4/25/2023,ODF12362_HB_02,2023,9,S,1,2,3,,
4/25/2023,ODF12362_HB_02,2023,10,L,1,3,3,3,
4/25/2023,ODF12362_HB_02,2023,11,L,2,2,3,3,
4/25/2023,ODF12362_HB_02,2023,12,L,2,2,3,3,
4/25/2023,ODF12362_HB_03,2023,1,S,2,2,3,,
4/25/2023,ODF12362_HB_03,2023,2,S,1,1,2,,
4/25/2023,ODF12362_HB_03,2023,3,S,1,1,2,,
4/25/2023,ODF12362_HB_03,2023,4,S,1,2,3,,
4/25/2023,ODF12362_HB_03,2023,5,S,2,2,3,,
4/25/2023,ODF12362_HB_03,2023,6,S,1,2,3,,
4/25/2023,ODF12362_HB_03,2023,7,S,2,2,3,,
4/25/2023,ODF12362_HB_03,2023,8,S,1,2,3,,
4/25/2023,ODF12362_HB_03,2023,9,S,2,2,3,3,
4/25/2023,ODF12362_HB_03,2023,10,L,2,2,3,,
4/25/2023,ODF12362_HB_03,2023,11,S,1,3,2,2,
4/25/2023,ODF12362_HB_03,2023,1,S,2,3,3,,
4/25/2023,ODF12362_HB_04,2023,2,S,2,2,3,,
4/25/2023,ODF12362_HB_04,2023,3,S,2,2,3,,
4/25/2023,ODF12362_HB_04,2023,4,S,2,2,3,,
4/25/2023,ODF12362_HB_04,2023,5,S,2,2,3,,
4/25/2023,ODF12362_HB_04,2023,6,S,1,2,3,,
4/25/2023,ODF12362_HB_04,2023,7,S,1,1,3,,
4/25/2023,ODF12362_HB_05,2023,1,S,2,2,3,,
4/25/2023,ODF12362_HB_05,2023,2,S,2,2,3,,
4/25/2023,ODF12362_HB_05,2023,3,S,2,2,3,,
4/25/2023,ODF12362_HB_05,2023,4,S,1,1,2,,
4/25/2023,ODF12362_HB_06,2023,1,S,1,2,3,,
4/25/2023,ODF12362_HB_06,2023,2,S,2,2,3,,
4/25/2023,ODF12362_HB_06,2023,3,S,1,2,3,,
4/25/2023,ODF12362_HB_06,2023,4,S,1,1,3,,
4/25/2023,ODF12362_HB_07,2023,1,S,1,2,3,,
4/25/2023,ODF12362_HB_07,2023,2,S,1,2,3,,
4/25/2023,ODF12362_HB_07,2023,3,S,1,2,3,,
4/25/2023,ODF12362_HB_07,2023,4,S,1,2,3,,
4/25/2023,ODF12362_HB_07,2023,5,S,1,2,3,,
4/25/2023,ODF12362_HB_07,2023,6,S,1,2,3,,
4/25/2023,ODF12364_HB_01,2023,1,S,2,3,3,,
4/25/2023,ODF12364_HB_01,2023,2,S,1,3,3,,
4/25/2023,ODF12364_HB_02,2023,1,S,1,3,3,,
4/25/2023,ODF12364_HB_02,2023,2,S,1,3,3,,
4/25/2023,ODF12364_HB_03,2023,1,S,1,2,3,,
4/25/2023,ODF12364_HB_03,2023,2,S,1,2,3,,
4/25/2023,ODF12364_HB_03,2023,3,S,2,2,3,,
4/25/2023,ODF12364_HB_03,2023,4,L,1,1,3,2,
4/25/2023,ODF12364_HB_04,2023,1,S,2,1,3,,
4/25/2023,ODF12364_HB_04,2023,2,S,2,2,3,,
4/25/2023,ODF12364_HB_05,2023,1,S,1,1,3,,
4/25/2023,ODF12364_HB_05,2023,2,S,1,2,3,,
4/25/2023,ODF12364_HB_05,2023,3,S,1,2,3,,
4/25/2023,ODF12364_HB_06,2023,1,S,1,2,3,,
4/25/2023,ODF12364_HB_06,2023,2,S,1,2,3,,
4/25/2023,ODF12364_HB_07,2023,1,L,2,3,3,,
4/25/2023,ODF12364_HB_07,2023,2,S,2,3,3,,
4/25/2023,ODF12364_HB_07,2023,3,S,1,2,3,,
4/25/2023,ODF12364_HB_07,2023,4,S,1,3,3,,
4/25/2023,ODF12364_HB_07,2023,5,S,1,3,3,,
4/25/2023,ODF12364_HB_07,2023,6,S,2,2,3,,
4/25/2023,ODF12364_HB_07,2023,7,S,1,3,3,,
4/25/2023,ODF12364_HB_07,2023,8,L,2,3,3,3,
4/25/2023,ODF12364_HB_07,2023,9,L,1,3,3,2,
4/25/2023,ODF12364_HB_07,2023,10,L,1,3,3,2,
5/11/2023,ODF12392_BU_01,2023,1,L,2,3,3,3,
5/11/2023,ODF12392_BU_01,2023,2,S,1,2,3,,
5/11/2023,ODF12392_BU_01,2023,3,S,1,3,3,,
5/11/2023,ODF12392_BU_01,2023,4,S,2,3,3,,
5/11/2023,ODF12392_BU_02,2023,1,S,2,2,3,,
5/11/2023,ODF12392_BU_03,2023,1,S,2,3,3,,
5/11/2023,ODF12392_BU_03,2023,2,S,1,3,3,,
5/11/2023,ODF12392_BU_04,2023,1,S,2,3,3,,
5/11/2023,ODF12392_BU_04,2023,2,S,1,3,3,,
5/11/2023,ODF12392_BU_05,2023,1,S,2,3,3,,
5/11/2023,ODF12392_BU_06,2023,1,L,1,3,3,3,
5/11/2023,ODF12392_BU_06,2023,2,L,1,3,3,3,
5/11/2023,ODF12392_BU_06,2023,3,S,1,3,3,,
5/11/2023,ODF12392_BU_06,2023,4,L,1,3,3,3,
5/11/2023,ODF12392_BU_07,2023,1,S,2,3,3,,
5/11/2023,ODF12392_BU_07,2023,2,L,1,3,3,3,
5/11/2023,ODF12392_BU_07,2023,3,L,1,3,3,3,
5/11/2023,ODF12392_BU_07,2023,4,S,1,2,3,,
4/27/2023,ODF12421_BU_01,2023,1,L,2,2,3,3,
4/27/2023,ODF12421_BU_01,2023,2,L,2,3,3,3,
4/27/2023,ODF12421_BU_01,2023,3,L,1,3,3,3,
4/27/2023,ODF12421_BU_01,2023,4,L,1,3,3,2,
4/27/2023,ODF12421_BU_01,2023,5,S,2,3,3,,
4/27/2023,ODF12421_BU_01,2023,6,S,2,3,3,,
4/27/2023,ODF12421_BU_01,2023,7,S,2,3,3,,
4/27/2023,ODF12421_BU_02,2023,1,L,2,2,2,3,
4/27/2023,ODF12421_BU_02,2023,2,L,2,3,3,3,
4/27/2023,ODF12421_BU_02,2023,3,L,1,3,3,3,
4/27/2023,ODF12421_BU_02,2023,4,L,1,3,3,3,
4/27/2023,ODF12421_BU_02,2023,5,L,1,3,3,3,
4/27/2023,ODF12421_BU_02,2023,6,S,2,3,3,,
4/27/2023,ODF12421_BU_02,2023,7,S,2,3,3,,
4/27/2023,ODF12421_BU_03,2023,1,L,1,3,3,1,
4/27/2023,ODF12421_BU_03,2023,2,L,1,3,3,1,
4/27/2023,ODF12421_BU_04,2023,1,L,2,2,3,3,
4/27/2023,ODF12421_BU_05,2023,1,S,2,3,3,,
4/27/2023,ODF12421_BU_05,2023,2,S,2,3,3,,
4/27/2023,ODF12421_BU_05,2023,3,L,2,3,3,3,
4/27/2023,ODF12421_BU_05,2023,4,L,2,3,3,2,
4/27/2023,ODF12421_BU_06,2023,1,L,1,1,2,1,
4/27/2023,ODF12421_BU_06,2023,2,L,1,1,2,2,
4/27/2023,ODF12421_BU_06,2023,3,L,1,2,2,3,
4/27/2023,ODF12421_BU_07,2023,1,S,2,2,3,,
4/27/2023,ODF12441_BU_01,2023,1,S,2,3,3,,
4/27/2023,ODF12441_BU_01,2023,2,L,2,2,3,2,
4/27/2023,ODF12441_BU_01,2023,3,L,2,3,3,3,
4/27/2023,ODF12441_BU_01,2023,4,L,1,3,3,3,
4/27/2023,ODF12441_BU_01,2023,5,L,1,3,3,1,
4/27/2023,ODF12441_BU_02,2023,0,0,0,0,0,0,
4/27/2023,ODF12441_BU_03,2023,1,L,2,2,3,3,
4/27/2023,ODF12441_BU_03,2023,2,L,2,3,3,3,
4/27/2023,ODF12441_BU_03,2023,3,L,1,3,3,3,
4/27/2023,ODF12441_BU_03,2023,4,L,1,2,3,3,
4/27/2023,ODF12441_BU_03,2023,5,S,1,2,3,,
4/27/2023,ODF12441_BU_04,2023,1,L,2,3,3,3,
4/27/2023,ODF12441_BU_04,2023,2,L,2,3,3,2,
4/27/2023,ODF12441_BU_04,2023,3,L,2,3,3,2,
4/27/2023,ODF12441_BU_04,2023,4,S,2,3,3,,
4/27/2023,ODF12441_BU_05,2023,1,L,2,2,3,3,
4/27/2023,ODF12441_BU_05,2023,2,L,2,2,3,3,
4/27/2023,ODF12441_BU_05,2023,3,L,2,2,3,3,
4/27/2023,ODF12441_BU_05,2023,4,L,1,2,3,2,
4/27/2023,ODF12441_BU_05,2023,5,L,1,2,3,3,
4/27/2023,ODF12441_BU_05,2023,6,L,1,2,3,3,
4/27/2023,ODF12441_BU_05,2023,7,L,2,2,3,3,
4/27/2023,ODF12441_BU_05,2023,8,L,2,2,3,3,
4/27/2023,ODF12441_BU_05,2023,9,L,2,2,3,3,
4/27/2023,ODF12441_BU_06,2023,1,S,2,3,3,,
4/27/2023,ODF12441_BU_06,2023,2,S,2,3,3,,
4/27/2023,ODF12441_BU_06,2023,3,L,2,3,3,3,
4/27/2023,ODF12441_BU_06,2023,4,L,2,3,3,3,
4/27/2023,ODF12441_BU_06,2023,5,L,2,2,3,3,
4/27/2023,ODF12441_BU_06,2023,6,L,1,3,3,3,
4/27/2023,ODF12441_BU_06,2023,7,L,1,3,3,3,
4/27/2023,ODF12441_BU_06,2023,8,L,1,2,3,3,
4/27/2023,ODF12441_BU_06,2023,9,L,1,2,3,3,
4/27/2023,ODF12441_BU_06,2023,10,L,1,2,3,3,
4/27/2023,ODF12441_BU_07,2023,1,L,1,2,3,2,
4/26/2023,ODF12560_BU_01,2023,1,S,2,2,2,,
4/26/2023,ODF12560_BU_01,2023,2,S,1,1,2,,
4/26/2023,ODF12560_BU_02,2023,1,S,2,2,2,,
4/26/2023,ODF12560_BU_02,2023,2,S,2,3,2,,
4/26/2023,ODF12560_BU_02,2023,3,L,1,3,2,2,
4/26/2023,ODF12560_BU_02,2023,4,S,2,3,2,,
4/26/2023,ODF12560_BU_03,2023,0,0,0,0,0,0,
4/26/2023,ODF12560_BU_04,2023,1,S,1,1,2,,
4/26/2023,ODF12560_BU_04,2023,2,S,1,2,3,,
4/26/2023,ODF12560_BU_04,2023,3,S,2,3,3,,
4/26/2023,ODF12560_BU_05,2023,1,S,1,1,2,,
4/26/2023,ODF12560_BU_05,2023,2,S,1,1,2,,
4/26/2023,ODF12560_BU_06,2023,1,L,2,3,3,3,
4/26/2023,ODF12560_BU_06,2023,2,L,1,3,3,3,
4/26/2023,ODF12560_BU_06,2023,3,S,2,3,3,,
4/26/2023,ODF12560_BU_06,2023,4,S,1,2,3,,
4/26/2023,ODF12560_BU_07,2023,1,S,2,2,3,,
4/26/2023,ODF12560_BU_07,2023,2,S,1,2,3,,
5/8/2023,ODF12804_BU_01,2023,1,L,1,3,3,3,
5/8/2023,ODF12804_BU_01,2023,2,L,1,2,3,1,
5/8/2023,ODF12804_BU_02,2023,1,L,1,1,2,3,
5/8/2023,ODF12804_BU_02,2023,2,L,1,3,3,1,
5/8/2023,ODF12804_BU_03,2023,1,L,1,2,2,2,
5/8/2023,ODF12804_BU_03,2023,2,L,1,2,3,2,
5/8/2023,ODF12804_BU_03,2023,3,L,1,2,3,2,
5/8/2023,ODF12804_BU_03,2023,4,L,1,2,3,2,
5/8/2023,ODF12804_BU_04,2023,1,L,1,3,3,2,
5/8/2023,ODF12804_BU_04,2023,2,L,1,3,3,2,
5/8/2023,ODF12804_BU_04,2023,3,L,1,2,3,2,
5/8/2023,ODF12804_BU_04,2023,4,L,1,2,3,1,
5/8/2023,ODF12804_BU_04,2023,5,S,1,3,3,,
5/8/2023,ODF12804_BU_04,2023,6,S,1,3,3,,
5/8/2023,ODF12804_BU_05,2023,1,L,2,2,3,3,
5/8/2023,ODF12804_BU_05,2023,2,L,1,3,3,1,
5/8/2023,ODF12804_BU_05,2023,3,L,1,3,3,1,
5/8/2023,ODF12804_BU_05,2023,4,L,1,3,3,1,
5/8/2023,ODF12804_BU_05,2023,5,L,1,3,3,3,
5/8/2023,ODF12804_BU_05,2023,6,S,1,2,3,,
5/8/2023,ODF12804_BU_06,2023,1,L,1,3,3,3,
5/8/2023,ODF12804_BU_06,2023,2,L,1,3,3,1,
5/8/2023,ODF12804_BU_07,2023,1,L,1,1,1,1,
5/8/2023,ODF12804_BU_07,2023,2,L,1,1,1,3,
5/8/2023,ODF12804_BU_07,2023,3,L,2,2,3,3,
5/8/2023,ODF12804_BU_07,2023,4,L,1,3,2,2,
5/8/2023,ODF12805_BU_01,2023,1,S,2,2,3,,
5/8/2023,ODF12805_BU_01,2023,2,S,2,3,3,,
5/8/2023,ODF12805_BU_01,2023,3,S,1,2,3,,
5/8/2023,ODF12805_BU_01,2023,4,S,1,3,3,,
5/8/2023,ODF12805_BU_01,2023,5,S,1,3,3,,
5/8/2023,ODF12805_BU_01,2023,6,L,1,3,3,3,
5/8/2023,ODF12805_BU_01,2023,7,L,1,3,3,3,
5/8/2023,ODF12805_BU_02,2023,1,L,2,3,3,3,
5/8/2023,ODF12805_BU_02,2023,2,L,2,3,3,3,
5/8/2023,ODF12805_BU_02,2023,3,S,2,2,3,,
5/8/2023,ODF12805_BU_02,2023,4,L,2,2,3,1,
5/8/2023,ODF12805_BU_02,2023,5,L,2,3,3,2,
5/8/2023,ODF12805_BU_02,2023,6,L,2,3,3,3,
5/8/2023,ODF12805_BU_02,2023,7,L,1,3,3,1,
5/8/2023,ODF12805_BU_03,2023,1,S,2,3,3,,
5/8/2023,ODF12805_BU_03,2023,2,S,2,3,2,,
5/8/2023,ODF12805_BU_03,2023,3,S,2,2,3,,
5/8/2023,ODF12805_BU_04,2023,1,L,1,3,3,2,
5/8/2023,ODF12805_BU_04,2023,2,L,1,3,3,1,
5/8/2023,ODF12805_BU_04,2023,3,L,1,3,3,2,
5/8/2023,ODF12805_BU_04,2023,4,L,2,2,3,3,
5/8/2023,ODF12805_BU_05,2023,1,S,2,2,3,,
5/8/2023,ODF12805_BU_05,2023,2,S,2,2,3,,
5/8/2023,ODF12805_BU_05,2023,3,S,2,3,3,,
5/8/2023,ODF12805_BU_05,2023,4,L,2,3,3,1,
5/8/2023,ODF12805_BU_05,2023,5,L,2,3,3,3,
5/8/2023,ODF12805_BU_05,2023,6,L,1,3,3,2,
5/8/2023,ODF12805_BU_05,2023,7,L,1,3,3,2,
5/8/2023,ODF12805_BU_06,2023,1,L,1,3,3,3,
5/8/2023,ODF12805_BU_06,2023,2,L,1,2,3,2,
5/8/2023,ODF12805_BU_06,2023,3,S,1,2,3,,
5/8/2023,ODF12805_BU_06,2023,4,S,2,1,2,,
5/8/2023,ODF12805_BU_07,2023,1,L,2,3,3,3,
5/8/2023,ODF12805_BU_07,2023,2,L,2,3,3,3,
5/8/2023,ODF12805_BU_07,2023,3,L,2,3,3,3,
5/8/2023,ODF12805_BU_07,2023,4,L,2,3,3,2,
5/8/2023,ODF12805_BU_07,2023,5,L,1,3,3,3,
5/8/2023,ODF12805_BU_07,2023,6,L,1,3,3,2,
5/8/2023,ODF12805_BU_07,2023,7,L,2,3,3,2,
5/8/2023,ODF12805_BU_07,2023,8,L,2,3,3,2,
5/8/2023,ODF12805_BU_07,2023,9,S,2,3,3,,
5/8/2023,ODF12805_BU_07,2023,10,S,1,3,3,,
4/6/2023,PB33628_HB_01,2023,1,S,1,2,3,,
4/6/2023,PB33628_HB_01,2023,2,S,1,2,3,,*
4/6/2023,PB33628_HB_01,2023,3,S,1,2,3,,*
4/6/2023,PB33628_HB_01,2023,4,S,1,2,3,,*
4/6/2023,PB33628_HB_01,2023,5,S,1,2,3,,*
4/6/2023,PB33628_HB_01,2023,6,S,2,2,3,,*
4/6/2023,PB33628_HB_01,2023,7,S,2,2,3,,*
4/6/2023,PB33628_HB_01,2023,8,S,2,2,3,,*
4/6/2023,PB33628_HB_01,2023,9,S,2,2,3,,*
4/6/2023,PB33628_HB_01,2023,10,L,1,2,3,3,*
4/6/2023,PB33628_HB_02,2023,1,S,1,2,3,,
4/6/2023,PB33628_HB_02,2023,2,S,1,2,3,,
4/6/2023,PB33628_HB_02,2023,3,S,2,2,3,,
4/6/2023,PB33628_HB_02,2023,4,S,2,2,3,,
4/6/2023,PB33628_HB_02,2023,5,S,2,2,3,,
4/6/2023,PB33628_HB_03,2023,1,S,1,1,3,,
4/6/2023,PB33628_HB_03,2023,2,S,2,2,3,,
4/6/2023,PB33628_HB_04,2023,1,L,1,2,3,3,
4/6/2023,PB33628_HB_05,2023,1,L,1,2,3,2,
4/6/2023,PB33628_HB_05,2023,2,L,1,2,3,2,
4/6/2023,PB33628_HB_05,2023,3,S,2,2,3,,
4/6/2023,PB33628_HB_05,2023,4,S,2,2,3,,
4/6/2023,PB33628_HB_05,2023,5,L,1,3,3,1,
4/6/2023,PB33628_HB_06,2023,1,S,1,2,3,,
4/6/2023,PB33628_HB_06,2023,2,S,1,3,3,,
4/6/2023,PB33628_HB_06,2023,3,S,1,3,3,,
4/6/2023,PB33628_HB_06,2023,4,S,1,3,3,,
4/6/2023,PB33628_HB_06,2023,5,S,2,3,3,,
4/6/2023,PB33628_HB_07,2023,1,S,1,3,3,,
4/6/2023,PB33628_HB_07,2023,2,S,1,3,3,,
4/6/2023,PB33628_HB_07,2023,3,S,1,3,3,,
4/11/2023,PB33651_HB_01,2023,1,L,1,3,3,2,
4/11/2023,PB33651_HB_01,2023,2,L,1,3,3,2,
4/11/2023,PB33651_HB_01,2023,3,L,2,3,3,2,
4/11/2023,PB33651_HB_01,2023,4,L,1,3,3,3,
4/11/2023,PB33651_HB_01,2023,5,L,1,3,3,1,
4/11/2023,PB33651_HB_01,2023,6,L,1,3,3,1,
4/11/2023,PB33651_HB_01,2023,7,S,2,3,3,,
4/11/2023,PB33651_HB_01,2023,8,S,2,3,3,,
4/11/2023,PB33651_HB_02,2023,1,L,1,3,3,3,
4/11/2023,PB33651_HB_02,2023,2,L,2,3,3,3,
4/11/2023,PB33651_HB_02,2023,3,L,2,3,3,2,
4/11/2023,PB33651_HB_02,2023,4,L,1,3,3,2,
4/11/2023,PB33651_HB_02,2023,5,S,2,3,3,,
4/11/2023,PB33651_HB_02,2023,6,S,2,3,3,,
4/11/2023,PB33651_HB_02,2023,7,S,2,3,3,,
4/11/2023,PB33651_HB_03,2023,1,S,2,2,3,,
